timestamp,open,high,low,close,volume
2021-01-01 00:00:00,1495.05,1497.95,1490.53,1497.34,408.428
2021-01-01 00:05:00,1492.48,1493.9,1487.54,1492.56,34.2535
2021-01-01 00:10:00,1492.88,1498.36,1491.82,1492.32,147.4634
2021-01-01 00:15:00,1491.33,1493.44,1485.99,1488.21,1112.9371
2021-01-01 00:20:00,1493.44,1495.85,1490.3,1493.76,42.5042
2021-01-01 00:25:00,1498.27,1500.64,1493.37,1498.48,53.8192
2021-01-01 00:30:00,1502.84,1508.45,1500.68,1503.59,307.8183
2021-01-01 00:35:00,1495.05,1498.09,1494.49,1495.77,217.9902
2021-01-01 00:40:00,1487.33,1487.34,1483.91,1485.44,256.5411
2021-01-01 00:45:00,1491.92,1496.96,1489.06,1491.54,13.7649
2021-01-01 00:50:00,1496.46,1498.55,1490.79,1494.94,702.3705
2021-01-01 00:55:00,1505.78,1510.22,1504.66,1506.43,542.3911
2021-01-01 01:00:00,1502.08,1505.58,1501.21,1501.94,27.338
2021-01-01 01:05:00,1492.54,1498.79,1489.11,1493.66,112.2304
2021-01-01 01:10:00,1489.85,1494.92,1487.1,1490.03,163.286
2021-01-01 01:15:00,1486.17,1487.13,1484.2,1486.85,1094.4949
2021-01-01 01:20:00,1477.93,1481.48,1477.8,1479.66,267.2311
2021-01-01 01:25:00,1475.46,1480.17,1472.43,1477.21,435.4572
2021-01-01 01:30:00,1482.85,1484.8,1481.28,1482.76,149.1609
2021-01-01 01:35:00,1484.94,1488.2,1482.5,1484.48,638.5681
2021-01-01 01:40:00,1478.05,1479.87,1475.13,1476.42,440.7181
2021-01-01 01:45:00,1480.67,1481.24,1478.16,1480.61,22.9114
2021-01-01 01:50:00,1484.22,1488.8,1480.66,1483.46,501.5922
2021-01-01 01:55:00,1481.15,1485.79,1480.63,1480.87,1008.506
2021-01-01 02:00:00,1481.37,1483.47,1478.53,1481.58,205.7874
2021-01-01 02:05:00,1471.41,1473.21,1464.8,1472.59,875.8923
2021-01-01 02:10:00,1488.79,1489.62,1486.61,1487.34,267.5259
2021-01-01 02:15:00,1490.1,1490.45,1488.26,1490.21,59.8278
2021-01-01 02:20:00,1488.32,1491.06,1485.7,1488.48,15.3498
2021-01-01 02:25:00,1487.15,1493.83,1484.21,1488.76,119.961
2021-01-01 02:30:00,1493.59,1499.73,1490.88,1494.63,228.06
2021-01-01 02:35:00,1496.35,1499.63,1489.17,1495.13,1141.6301
2021-01-01 02:40:00,1491.26,1495.22,1490.63,1492.61,616.0728
2021-01-01 02:45:00,1492.06,1496.04,1491.32,1494.66,54.4177
2021-01-01 02:50:00,1500.83,1503.48,1495.5,1499.84,975.3159
2021-01-01 02:55:00,1488.71,1492.17,1486.31,1490.8,123.043
2021-01-01 03:00:00,1486.72,1491.3,1482.9,1489.27,659.9409
2021-01-01 03:05:00,1500.46,1500.85,1499.78,1499.81,28.1495
2021-01-01 03:10:00,1493.59,1499.21,1491.93,1495.91,298.0416
2021-01-01 03:15:00,1499.78,1501.7,1497.88,1499.58,463.276
2021-01-01 03:20:00,1511.97,1514.9,1504.76,1510.56,93.5851
2021-01-01 03:25:00,1523.01,1528.06,1522.92,1523.13,153.5813
2021-01-01 03:30:00,1535.72,1535.74,1528.95,1532.15,231.5355
2021-01-01 03:35:00,1531.51,1531.54,1527.95,1531.45,112.4031
2021-01-01 03:40:00,1536.71,1538.35,1530.89,1533.71,951.9172
2021-01-01 03:45:00,1530.13,1531.09,1526.32,1529.39,1678.366
2021-01-01 03:50:00,1518.89,1520.99,1518.83,1520.96,468.7688
2021-01-01 03:55:00,1514.55,1519.32,1510.71,1513.56,48.5526
2021-01-01 04:00:00,1511.07,1515.7,1505.77,1511.03,619.5265
2021-01-01 04:05:00,1512.83,1516.77,1506.43,1510.9,348.9042
2021-01-01 04:10:00,1514.49,1523.83,1511.89,1515.63,990.8759
2021-01-01 04:15:00,1515.86,1517.18,1513.84,1514.85,509.8297
2021-01-01 04:20:00,1514.58,1517.19,1509.78,1513.36,99.2859
2021-01-01 04:25:00,1508.85,1512.51,1508.44,1509.88,16.9406
2021-01-01 04:30:00,1497.72,1503.94,1493.38,1497.79,1202.5278
2021-01-01 04:35:00,1500.12,1500.14,1496.91,1499.92,204.3807
2021-01-01 04:40:00,1493.8,1500.53,1487.89,1498.09,71.7471
2021-01-01 04:45:00,1497.87,1498.92,1497.66,1498.03,389.8773
2021-01-01 04:50:00,1498.99,1503.44,1498.65,1499.91,106.6967
2021-01-01 04:55:00,1496.81,1498.01,1493.4,1496.43,239.9853
2021-01-01 05:00:00,1495.27,1496.68,1494.86,1494.97,323.1637
2021-01-01 05:05:00,1504.51,1507.82,1501.97,1502.24,1196.9351
2021-01-01 05:10:00,1502.75,1507.61,1501.52,1503.34,94.7353
2021-01-01 05:15:00,1513.24,1513.82,1510.34,1510.55,292.3096
2021-01-01 05:20:00,1517.9,1519.66,1513.92,1518.69,216.3654
2021-01-01 05:25:00,1514.07,1516.04,1508.26,1513.69,1426.0964
2021-01-01 05:30:00,1519.2,1519.82,1514.7,1518.35,769.0236
2021-01-01 05:35:00,1515.68,1519.45,1515.66,1516.61,1432.084
2021-01-01 05:40:00,1509.37,1511.9,1508.23,1510.39,154.6784
2021-01-01 05:45:00,1505.62,1506.76,1502.11,1504.04,893.8349
2021-01-01 05:50:00,1510.53,1513.23,1504.08,1506.9,57.6309
2021-01-01 05:55:00,1508.88,1515.55,1499.88,1509.51,384.1526
2021-01-01 06:00:00,1503.23,1508.67,1499.76,1501.03,228.4051
2021-01-01 06:05:00,1507.92,1513.3,1502.81,1507.29,753.9301
2021-01-01 06:10:00,1506.96,1510.96,1505.12,1506.95,1033.7078
2021-01-01 06:15:00,1504.81,1505.14,1501.34,1504.78,1317.3452
2021-01-01 06:20:00,1503.76,1508.78,1503.02,1503.5,499.814
2021-01-01 06:25:00,1505.86,1508.92,1500.82,1503.7,340.1642
2021-01-01 06:30:00,1509.12,1509.44,1499.43,1506.98,306.6292
2021-01-01 06:35:00,1508.03,1512.19,1503.17,1509.57,584.0445
2021-01-01 06:40:00,1505.51,1507.53,1505.07,1507.29,142.7808
2021-01-01 06:45:00,1503.84,1505.91,1499.71,1503.24,338.8279
2021-01-01 06:50:00,1510.3,1511.55,1503.74,1507.28,456.7934
2021-01-01 06:55:00,1504.46,1508.14,1502.8,1505.76,1.2573
2021-01-01 07:00:00,1503.65,1509.94,1495.25,1503.63,428.9842
2021-01-01 07:05:00,1515.55,1516.79,1513.44,1515.62,813.1322
2021-01-01 07:10:00,1517.57,1520.18,1516.23,1517.0,718.2727
2021-01-01 07:15:00,1518.81,1519.65,1517.9,1519.41,153.6007
2021-01-01 07:20:00,1525.09,1525.83,1524.59,1525.53,7.5433
2021-01-01 07:25:00,1530.27,1535.11,1528.02,1530.17,220.5802
2021-01-01 07:30:00,1539.27,1541.33,1536.24,1538.96,418.0587
2021-01-01 07:35:00,1537.0,1540.39,1534.6,1538.34,437.4592
2021-01-01 07:40:00,1541.55,1542.91,1540.69,1541.9,396.958
2021-01-01 07:45:00,1536.39,1538.32,1532.2,1537.02,326.143
2021-01-01 07:50:00,1541.45,1542.8,1539.47,1540.49,436.0072
2021-01-01 07:55:00,1528.13,1531.6,1524.31,1526.98,109.845
2021-01-01 08:00:00,1520.81,1523.87,1517.02,1521.59,102.9204
2021-01-01 08:05:00,1511.82,1514.53,1510.31,1512.85,354.2881
2021-01-01 08:10:00,1509.37,1511.74,1507.64,1508.9,822.3089
2021-01-01 08:15:00,1518.0,1520.49,1514.98,1518.24,422.1388
2021-01-01 08:20:00,1516.77,1517.61,1515.37,1517.02,125.275
2021-01-01 08:25:00,1512.78,1515.67,1510.82,1511.84,406.5921
2021-01-01 08:30:00,1504.94,1511.98,1498.57,1506.11,82.3243
2021-01-01 08:35:00,1507.35,1509.54,1502.93,1506.59,39.093
2021-01-01 08:40:00,1506.16,1507.31,1506.01,1507.11,150.4394
2021-01-01 08:45:00,1513.37,1516.39,1510.88,1514.34,297.5129
2021-01-01 08:50:00,1521.29,1522.84,1519.4,1521.41,254.8303
2021-01-01 08:55:00,1525.17,1532.78,1519.27,1523.92,120.1655
2021-01-01 09:00:00,1524.13,1532.65,1521.27,1527.32,144.6643
2021-01-01 09:05:00,1530.62,1537.52,1526.58,1530.8,363.9335
