timestamp,open,high,low,close,volume
2020-01-01 00:00:00,10019.03,10032.82,9979.35,10025.84,178.2181
2020-01-01 01:00:00,10016.85,10025.58,9995.71,10019.91,42.3784
2020-01-01 02:00:00,10047.35,10072.19,10035.56,10053.36,122.2034
2020-01-01 03:00:00,10132.04,10143.78,10127.89,10130.92,5.1928
2020-01-01 04:00:00,10132.19,10162.38,10099.34,10120.07,62.3656
2020-01-01 05:00:00,10101.44,10122.46,10087.42,10109.24,277.7035
2020-01-01 06:00:00,10200.27,10241.05,10166.04,10190.07,32.0328
2020-01-01 07:00:00,10222.2,10262.08,10214.6,10230.19,5.1263
2020-01-01 08:00:00,10198.55,10211.93,10196.99,10207.2,87.4537
2020-01-01 09:00:00,10244.29,10288.69,10230.54,10235.91,43.866
2020-01-01 10:00:00,10222.63,10239.05,10207.72,10213.22,47.7525
2020-01-01 11:00:00,10199.13,10208.27,10155.35,10190.46,87.3368
2020-01-01 12:00:00,10190.38,10215.77,10166.88,10203.8,97.1775
2020-01-01 13:00:00,10102.5,10128.36,10094.36,10107.21,57.5048
2020-01-01 14:00:00,10029.3,10039.79,9959.06,10021.05,70.8361
2020-01-01 15:00:00,9994.29,9995.72,9981.07,9993.88,499.9066
2020-01-01 16:00:00,9933.59,9970.9,9906.32,9944.27,315.0002
2020-01-01 17:00:00,9965.45,9995.69,9947.2,9960.89,122.8665
2020-01-01 18:00:00,9909.57,9935.67,9897.7,9916.66,17.6116
2020-01-01 19:00:00,9865.3,9901.23,9836.92,9847.62,44.6225
2020-01-01 20:00:00,9936.1,9980.08,9900.92,9920.78,214.6336
2020-01-01 21:00:00,9916.56,9920.62,9895.84,9910.57,55.0894
2020-01-01 22:00:00,9928.4,9931.36,9908.78,9914.91,310.9296
2020-01-01 23:00:00,9845.9,9852.53,9836.96,9845.27,67.002
2020-01-02 00:00:00,9826.97,9845.33,9797.9,9819.45,197.883
2020-01-02 01:00:00,9840.4,9867.46,9821.32,9825.88,3.602
2020-01-02 02:00:00,9772.71,9809.33,9749.9,9770.32,56.945
2020-01-02 03:00:00,9787.15,9807.14,9740.38,9789.65,120.4846
2020-01-02 04:00:00,9744.59,9762.84,9742.67,9761.22,199.1904
2020-01-02 05:00:00,9747.15,9756.73,9716.4,9747.96,94.0668
2020-01-02 06:00:00,9727.62,9735.79,9719.11,9719.61,19.0267
2020-01-02 07:00:00,9819.88,9843.17,9796.59,9810.6,216.9753
2020-01-02 08:00:00,9815.87,9841.62,9776.79,9810.92,85.5227
