timestamp,open,high,low,close,volume
2020-01-01 00:00:00,10013.96,10055.07,9992.94,10015.4,22.5416
2020-01-01 00:15:00,10011.42,10032.87,9995.79,10011.75,295.766
2020-01-01 00:30:00,10032.35,10044.13,10007.64,10031.7,314.067
2020-01-01 00:45:00,10087.58,10090.6,10076.81,10078.04,83.0045
2020-01-01 01:00:00,10063.94,10092.09,10046.71,10071.46,20.8317
2020-01-01 01:15:00,10056.37,10078.87,10040.94,10064.89,87.5307
2020-01-01 01:30:00,10125.59,10149.47,10073.3,10113.08,263.8048
2020-01-01 01:45:00,10132.18,10144.41,10098.77,10136.87,47.4431
2020-01-01 02:00:00,10110.31,10124.65,10059.7,10123.1,14.8195
2020-01-01 02:15:00,10135.16,10145.4,10123.04,10140.08,118.3158
2020-01-01 02:30:00,10123.15,10131.95,10100.96,10126.49,106.7896
2020-01-01 02:45:00,10128.57,10163.47,10086.6,10112.85,0.1389
2020-01-01 03:00:00,10130.06,10153.41,10117.08,10120.7,192.1451
2020-01-01 03:15:00,10074.66,10082.78,10056.1,10063.11,108.1009
2020-01-01 03:30:00,10019.75,10081.74,9954.75,10011.54,21.7781
2020-01-01 03:45:00,10004.61,10017.43,9988.8,9995.15,0.3244
2020-01-01 04:00:00,9958.43,9992.64,9944.26,9965.28,358.6328
2020-01-01 04:15:00,9973.19,9988.88,9966.19,9975.18,140.5191
2020-01-01 04:30:00,9938.65,9960.42,9920.27,9948.5,45.4211
2020-01-01 04:45:00,9904.76,9917.62,9896.65,9906.85,56.7023
2020-01-01 05:00:00,9957.71,9977.64,9949.84,9950.9,77.4055
2020-01-01 05:15:00,9946.0,9960.78,9929.67,9944.66,126.8077
2020-01-01 05:30:00,9960.22,9966.37,9937.34,9947.17,18.9867
2020-01-01 05:45:00,9893.85,9913.51,9891.7,9905.15,21.7819
2020-01-01 06:00:00,9894.42,9916.13,9874.43,9889.47,4.9474
2020-01-01 06:15:00,9880.91,9897.85,9848.25,9893.26,425.4108
2020-01-01 06:30:00,9860.52,9881.12,9849.7,9859.59,208.402
2020-01-01 06:45:00,9878.5,9925.7,9863.07,9871.2,80.5103
2020-01-01 07:00:00,9851.79,9855.84,9825.27,9853.9,56.2599
2020-01-01 07:15:00,9851.2,9882.28,9835.51,9845.77,27.1074
2020-01-01 07:30:00,9819.06,9829.0,9806.4,9828.49,90.3826
2020-01-01 07:45:00,9867.15,9897.71,9860.34,9883.6,117.2831
2020-01-01 08:00:00,9889.2,9923.59,9860.65,9883.69,116.855
2020-01-01 08:15:00,9870.01,9888.53,9839.34,9852.82,0.6457
2020-01-01 08:30:00,9867.79,9888.02,9858.43,9877.63,121.0792
2020-01-01 08:45:00,9853.98,9855.86,9821.98,9841.95,201.2702
2020-01-01 09:00:00,9849.03,9868.23,9834.67,9848.61,12.2073
2020-01-01 09:15:00,9778.12,9810.36,9766.36,9791.2,140.8037
2020-01-01 09:30:00,9741.64,9754.04,9734.01,9752.67,173.2954
2020-01-01 09:45:00,9759.08,9761.46,9730.89,9758.92,32.3198
2020-01-01 10:00:00,9777.07,9793.16,9763.15,9781.03,124.5164
2020-01-01 10:15:00,9773.7,9787.95,9753.97,9786.55,10.1761
2020-01-01 10:30:00,9767.07,9799.64,9755.71,9783.64,104.7574
2020-01-01 10:45:00,9767.02,9776.52,9761.46,9775.29,71.4022
2020-01-01 11:00:00,9734.31,9750.98,9720.77,9732.42,189.6135
2020-01-01 11:15:00,9711.83,9713.99,9703.52,9711.89,60.1421
2020-01-01 11:30:00,9694.09,9718.29,9684.87,9698.96,55.8784
2020-01-01 11:45:00,9732.16,9755.03,9723.99,9730.2,271.4846
2020-01-01 12:00:00,9750.85,9780.73,9729.39,9740.72,272.215
2020-01-01 12:15:00,9693.5,9694.46,9651.34,9689.68,3.6365
2020-01-01 12:30:00,9698.41,9714.48,9687.75,9699.59,66.4686
2020-01-01 12:45:00,9697.86,9698.48,9675.91,9688.87,17.5494
2020-01-01 13:00:00,9660.4,9675.87,9652.81,9669.68,31.9801
2020-01-01 13:15:00,9685.73,9729.44,9656.22,9687.9,109.7035
2020-01-01 13:30:00,9716.4,9731.76,9703.2,9718.35,13.8444
2020-01-01 13:45:00,9733.94,9768.79,9717.99,9745.99,1.1334
2020-01-01 14:00:00,9717.86,9722.38,9715.3,9721.94,129.8736
2020-01-01 14:15:00,9693.25,9726.22,9664.85,9713.41,102.5392
2020-01-01 14:30:00,9742.14,9752.9,9715.88,9723.55,232.9589
2020-01-01 14:45:00,9743.35,9785.53,9732.0,9752.49,78.1563
2020-01-01 15:00:00,9754.41,9760.64,9730.47,9738.96,290.6453
2020-01-01 15:15:00,9734.39,9752.01,9681.7,9734.02,93.9849
2020-01-01 15:30:00,9707.68,9710.61,9694.78,9702.2,48.9636
2020-01-01 15:45:00,9663.14,9679.86,9651.31,9667.87,93.7677
2020-01-01 16:00:00,9693.93,9702.03,9687.0,9691.92,138.3021
2020-01-01 16:15:00,9738.17,9743.12,9710.05,9731.84,42.7007
2020-01-01 16:30:00,9736.69,9758.25,9710.3,9730.22,46.6051
2020-01-01 16:45:00,9767.56,9770.62,9748.18,9760.0,99.4083
